forbes_billionaires_geo.Rank,forbes_billionaires_geo.Name,forbes_billionaires_geo.Country,forbes_billionaires_geo.Source,Sum(forbes_billionaires_geo.Age),Sum(forbes_billionaires_geo.NetWorth),Sum(forbes_billionaires_geo.Children)
1664,Michael Kim,United States,private equity,57,1.9,2
1664,Nicola Bulgari,Italy,luxury goods,80,1.9,4
1664,Noubar Afeyan,United States,biotech,58,1.9,
1664,Olivier Pomel,France,cloud computing,44,1.9,
1664,Patrizio Vinciarelli,United States,electronic components,74,1.9,
1664,Peng Yongdong,China,real estate,41,1.9,
1664,Robert Fisher,United States,Gap,67,1.9,3
1664,Roberto Hernandez Ramirez,Mexico,banking,79,1.9,3
1664,S.D. Shibulal,India,software services,,1.9,
1664,Sanjiv Goenka,India,diversified,60,1.9,2
1664,Sergio Stevanato,Italy,medical packaging,78,1.9,2
1664,Shmuel Harlap,Israel,automotive,76,1.9,
1664,Stanley Hubbard,United States,DirecTV,87,1.9,5
1664,Stefan Olsson,Sweden,diversified,72,1.9,
1664,Stephen Winn,United States,real estate services,74,1.9,
1664,Surjit Kumar Gupta,India,electrical equipment,79,1.9,2
1664,Tan Lili,China,feed,,1.9,
1664,Thierry Cruanes,United States,software,53,1.9,2
1664,Todd Wagner,United States,online media,60,1.9,1
1664,Wan Long,China,food,80,1.9,
1664,Wang Jian,China,healthcare services,,1.9,
1664,Wang Jilei,China,logistics,56,1.9,
1664,Wang Junshi & family,China,solar energy,72,1.9,
1664,Wei Yin-Chun,Taiwan,"food, beverages",64,1.9,4
1664,Wei Yin-Heng,Taiwan,"food, beverages",62,1.9,2
1664,"William Foley, II.",United States,â˜…,76,1.9,
1664,Willy Michel,Switzerland,medical devices,74,1.9,3
1664,Yang Xuegang,China,coking,56,1.9,
1664,Yu Huijiao,China,package delivery,55,1.9,
1664,Yusaku Maezawa,Japan,online retail,45,1.9,1
1664,Yusuf Hamied,India,pharmaceuticals,84,1.9,
1664,Zeng Kaitian,China,online games,46,1.9,
1664,Zhu Xingliang,China,construction,62,1.9,1
1664,Zhu Yiwen & family,China,healthcare,,1.9,
1444,Abdulla Al Futtaim & family,United Arab Emirates,"auto dealers, investments",,2.2,
1444,Acharya Balkrishna,India,consumer goods,48,2.2,
1444,Alberto Roemmers,Argentina,pharmaceuticals,94,2.2,4
1444,Alberto Siccardi & family,Switzerland,medical devices,77,2.2,3
1444,Anna Katharina Viessmann,Germany,heating and cooling equipment,,2.2,
1444,Arvind Poddar,India,tires,63,2.2,2
1444,Bill Austin,United States,hearing aids,79,2.2,
1444,Bob Parsons,United States,web hosting,70,2.2,
1444,Bruce Cheng,Taiwan,electronics,85,2.2,2
1444,Carlos Hank Rhon,Mexico,banking,73,2.2,3
1444,Catherine Phillips,Canada,investments,,2.2,
1444,Chin Jong Hwa,Taiwan,auto parts,62,2.2,2
1444,David McMurtry,United Kingdom,manufacturing,81,2.2,3
1444,David Walentas,United States,real estate,82,2.2,1
1444,Dean Solon,United States,solar systems,56,2.2,
1444,Dermot Desmond,Ireland,finance,70,2.2,4
1444,Edward Bass,United States,"oil, investments",75,2.2,1
1444,"Frank Fertitta, III.",United States,"casinos, mixed martial arts",59,2.2,3
1444,Gavril Yushvaev,Russia,"precious metals, real estate",63,2.2,7
1444,Gerry Harvey,Australia,retail,81,2.2,4
1444,Gu Wei,China,consumer electronics,56,2.2,2
1444,Guo Jiangang,China,household appliances,54,2.2,
1444,Huang Guanlin,China,"textiles, apparel",56,2.2,
1444,Huang Wei,China,real estate,61,2.2,
1444,Hui Lin Chit,China,hygiene products,67,2.2,3
1444,Jai Hari & Yadu Hari Dalmia & family,India,cement,,2.2,
1444,Jeff Lawson,United States,software,43,2.2,2
1444,Jeffrey Gundlach,United States,investments,62,2.2,
1444,John Phillips,Canada,investments,70,2.2,
1444,Jose Joao Abdalla Filho,Brazil,investments,75,2.2,
1444,K. Dinesh,India,software services,66,2.2,2
1444,Kwek Leng Kee,Singapore,diversified,66,2.2,
1444,Lau Cho Kun,Malaysia,"palm oil, property",85,2.2,1
1444,Leo Koguan,United States,IT provider,66,2.2,2
1444,Li Guoqing,China,Petro Fibre,51,2.2,
1444,Li Shuirong,China,petrochemicals,64,2.2,1
1444,Li Yongqing,China,Petro Firbe,56,2.2,
1444,Liang Xinjun,China,conglomerate,53,2.2,1
1444,Lin Chang Su-O,Taiwan,real estate,80,2.2,4
1444,Lin Fanlian,China,"energy, real estate",59,2.2,
1444,Lorenzo Fertitta,United States,"casinos, mixed martial arts",52,2.2,3
1444,Mao Zhongwu,China,manufacturing,58,2.2,
1444,Maria Franca Fissolo,Italy,"Nutella, chocolates",86,2.2,2
1444,Max Levchin,United States,fintech,45,2.2,2
1444,Mi Enhua,China,retail,63,2.2,
1444,Miguel Krigsner,Brazil,cosmetics,71,2.2,2
1444,Nikolai Buinov,Russia,"oil, gas",53,2.2,2
1444,Peter Spuhler,Switzerland,train cars,61,2.2,2
1444,Phillip T. (Terry) Ragon,United States,health IT,71,2.2,
1444,Qian Ying,China,pig breeding,55,2.2,
1444,Ramon Ang,Philippines,diversified,67,2.2,8
1444,Randal J. Kirk,United States,pharmaceuticals,67,2.2,3
1444,Richard Barton,United States,Zillow,53,2.2,3
1444,Rubens Menin Teixeira de Souza,Brazil,"home building, banking",65,2.2,3
1444,Salil Singhal,India,agrochemicals,73,2.2,3
1444,Scott Lin,Taiwan,optical components,88,2.2,2
1444,Sebastian Siemiatkowski,Sweden,fintech,39,2.2,
1444,Serge Godin,Canada,information technology,71,2.2,2
1444,Shashi & Ravi Ruia,India,diversified,,2.2,
1444,Shintaro Yamada,Japan,mobile apps,43,2.2,
1444,Tang Yiu,Hong Kong,fashion retail,87,2.2,2
1444,Thomas Kwok,Hong Kong,real estate,69,2.2,2
1444,Thor Bjorgolfsson,Iceland,investments,54,2.2,3
1444,Timothy Springer,United States,biotech,73,2.2,
1444,Tran Dinh Long,Vietnam,steel,60,2.2,
1444,Vlad Shmunis,United States,cloud technology,60,2.2,
1444,Wu Lanlan & family,China,packaging,47,2.2,2
1444,Wu Yiling,China,pharmaceuticals,71,2.2,2
1444,Xiang Wenbo,China,manufacturing,58,2.2,1
1444,Xie Liangzhi & family,China,biotech,55,2.2,
1444,Xu Yuejuan,China,Petro Fibre,59,2.2,
1444,Yang Jian,China,real estate,49,2.2,
1444,Zhang Jingzhang & family,China,precision machinery,85,2.2,
2035,Ahmet Calik,Turkey,"energy, banking, construction",63,1.5,4
2035,Alan Gerry,United States,cable television,92,1.5,3
2035,Alberto Cortina,Spain,investments,75,1.5,4
2035,Alberto Palatchi,Spain,wedding dresses,71,1.5,3
2035,Alex Beard,United Kingdom,"mining, commodities",53,1.5,
2035,Anthony Langley,United Kingdom,manufacturing,66,1.5,3
2035,Antti Aarnio-Wihuri,Finland,diversified,81,1.5,
2035,Arvind Lal,India,medical diagnostics,71,1.5,2
2035,August Troendle,United States,pharmaceutical services,65,1.5,
2035,Barbara Benetton,Italy,"fashion retail, investments",51,1.5,
2035,Basudeo Singh,India,pharmaceuticals,80,1.5,3
2035,Bharat Desai,United States,IT consulting,68,1.5,2
2035,Bill Gross,United States,investments,77,1.5,3
2035,Billy Joe (Red) McCombs,United States,"real estate, oil, cars, sports",93,1.5,3
2035,Chen Baohua,China,pharmaceutical,59,1.5,
2035,Chen Xianbao & family,China,food,61,1.5,
2035,Chen Xiaohui,China,information technology,50,1.5,
2035,Christian Latouche,France,accounting services,80,1.5,1
2035,Duncan MacMillan,United States,Bloomberg LP,83,1.5,2
2035,Esther Grether,Switzerland,art collection,85,1.5,2
2035,Ezra Nahmad,Monaco,art,75,1.5,4
2035,Fayez Sarofim,United States,money management,92,1.5,5
2035,Fernando Trajano,Brazil,retail,,1.5,
2035,Gary Fegel,Switzerland,"commodities, investments",47,1.5,3
2035,Gary Lauder,United States,EstÃ©e Lauder,59,1.5,2
2035,Geng Diangen,China,Internet,64,1.5,
2035,George Marcus,United States,real estate,79,1.5,
2035,Guo Ziwen,China,real estate,57,1.5,
2035,Hamdi Akin & family,Turkey,diversified,66,1.5,3
2035,Harindarpal Banga,India,commodities,70,1.5,2
2035,Heikki Kyostila,Finland,dental products,75,1.5,
2035,Helena Revoredo,Spain,security services,74,1.5,4
2035,"Herbert Allen, Jr. & family",United States,investment banking,81,1.5,4
2035,Huang Wen Tsai,China,real estate,67,1.5,
2035,Huang Wenbiao,China,soy sauce,54,1.5,
2035,Huh Jae-myung,South Korea,electric components,50,1.5,
2035,James Leininger,United States,medical products,76,1.5,4
2035,Jane Yan & family,China,software,51,1.5,
2035,Jerry Moyes,United States,transportation,77,1.5,10
2035,John Farber,United States,chemicals,95,1.5,1
2035,John Foley,United States,Peloton,50,1.5,2
2035,John Van Lieshout,Australia,real estate,75,1.5,3
2035,Ke Xiping & family,China,investments,60,1.5,
2035,Kenny Troutt,United States,telecom,73,1.5,3
2035,Kim Jun-ki,South Korea,diversified,76,1.5,3
2035,Lin Zhijun,China,medical devices,45,1.5,
2035,Lin Zhixiong & family,China,medical devices,47,1.5,
2035,Lirio Parisotto,Brazil,investments,67,1.5,1
2035,Liu Xiucai & family,United States,chemicals,64,1.5,
2035,Lorinc Meszaros,Hungary,diversified,55,1.5,3
2035,Lu Zongjun,China,logistics,57,1.5,
2035,Luc Tack,Belgium,"textile, chemicals",59,1.5,
2035,Manas Chiaravanond,Thailand,diversified,,1.5,
2035,Marius Nacht,Israel,software,55,1.5,
2035,Mark Pincus,United States,online games,55,1.5,3
2035,Matthew Roszak,United States,cryptocurrency,48,1.5,
2035,Michael Polsky,United States,Electric power,72,1.5,4
2035,Niti Osathanugrah,Thailand,"energy drinks,investments",47,1.5,
2035,P.V.Krishna Reddy,India,infrastructure,51,1.5,2
2035,Paolo Bulgari,Italy,luxury goods,83,1.5,
2035,Peter Sondakh,Indonesia,investments,71,1.5,4
2035,Phongthep Chiaravanont,Thailand,diversified,69,1.5,
2035,Prathap Reddy,India,healthcare,89,1.5,4
2035,Prathip Chiravanond,Thailand,diversified,,1.5,
2035,Pyotr Kondrashev,Russia,investments,71,1.5,2
2035,Radha Vembu,India,business software,48,1.5,1
2035,Raymond Kwok,Hong Kong,real estate,68,1.5,3
2035,Ren Jinsheng & family,China,pharmaceutical,58,1.5,
2035,Ron Burkle,United States,"supermarkets, investments",68,1.5,3
2035,Ryan Smith,United States,cloud computing,42,1.5,5
2035,Safra Catz,United States,software,59,1.5,2
2035,Satish Reddy,India,pharmaceuticals,53,1.5,2
2035,Seth Klarman,United States,investments,64,1.5,
2035,Steve Case,United States,AOL,62,1.5,5
2035,Steven Schuurman,Netherlands,software,45,1.5,
2035,Strive Masiyiwa,Zimbabwe,telecom,60,1.5,6
2035,Sue Gross,United States,investments,71,1.5,1
2035,Sun Qinghuan,China,lighting,47,1.5,
2035,Sun Yonghui,China,LCD main board,50,1.5,
2035,Sushilkumar Parekh,India,adhesives,88,1.5,3
2035,Thomas Wu,Taiwan,finance,71,1.5,2
2035,Tim Draper,United States,cryptocurrency,62,1.5,3
2035,Torstein Hagen,Norway,cruises,78,1.5,2
2035,Ulrike Baro,Germany,biopharmaceuticals,,1.5,
2035,Vinod Saraf,India,chemicals,68,1.5,2
2035,Vladimir Litvinenko,Russia,chemical industry,65,1.5,1
2035,Wang Huiwen,China,e-commerce,43,1.5,
2035,Wang Wenbiao,China,"natural gas, fertilizers",64,1.5,
2035,Wang Yaohai,China,lighting,54,1.5,
2035,Wang Zelong,China,chemicals,24,1.5,
2035,Wang Zhentao & family,China,vaccine & shoes,55,1.5,2
2035,Wen Yilong,China,e-cigarettes,32,1.5,
2035,Wu Zhenxing,China,soy sauce,51,1.5,
2035,Xiang Guangming & family,China,waste disposal,57,1.5,
2035,Xu Gang,China,chemicals,58,1.5,
2035,Xu Wanmao,China,education,76,1.5,
2035,Ye Cheng,China,conglomerate,59,1.5,
2035,Yi Dasheng,China,conglomerate,60,1.5,
2035,Youssef Mansour,Egypt,diversified,75,1.5,5
2035,Yu Rong,China,health clinics,49,1.5,
2035,Yuan Zhimin & family,China,plastics,60,1.5,2
2035,Zeng Chaolin,China,Aluminium,38,1.5,
2035,Zhong Sheng Jian,Singapore,real estate,63,1.5,5
2035,Zhou Jian,China,robotics,44,1.5,
2035,Zhu Yiming,China,semiconductors,48,1.5,
2035,Zhuang Kuilong & family,China,polyester,58,1.5,
1299,Abhay Firodia,India,automobiles,76,2.4,4
1299,Adi Godrej,India,consumer goods,79,2.4,3
1299,Alberto Bombassei,Italy,automotive brakes,80,2.4,2
1299,Alice Schwartz,United States,biotech,94,2.4,2
1299,Antonio Luiz Seabra,Brazil,cosmetics,78,2.4,4
1299,Austin Russell,United States,â˜…,26,2.4,
1299,Chen Jinxia,China,investments,53,2.4,
1299,Chen Xiao Ying,China,health information,58,2.4,
1299,Chen Xueli,China,pharmaceuticals,69,2.4,
1299,Chetan Dube,United States,technology,55,2.4,
1299,Dai Lizhong,China,medical testing,52,2.4,
1299,David Chen,Singapore,online games,40,2.4,
1299,David Wertheim,Israel,Coca Cola Israel,63,2.4,6
1299,Dmitry Pumpyansky,Russia,steel pipes,57,2.4,1
1299,Donald Horton,United States,homebuilding,71,2.4,2
1299,Donald Trump,United States,real estate,74,2.4,5
1299,Douglas Hsu,Taiwan,diversified,78,2.4,3
1299,Eduardo de Pontes,Brazil,payments processing,41,2.4,
1299,Elizabeth Sy,Philippines,diversified,68,2.4,
1299,Erwin Franz Mueller,Germany,drugstores,88,2.4,1
1299,Fu Mingkang & family,China,manufacturing,58,2.4,
1299,Gail Miller,United States,car dealerships,77,2.4,5
1299,Gao Jifan & family,China,solar equipment,56,2.4,
1299,Geng Jianming,China,real estate,58,2.4,1
1299,Gregorio Perez Companc & family,Argentina,oil & gas,85,2.4,7
1299,Hussain Sajwani,United Arab Emirates,real estate,68,2.4,4
1299,Jamshyd Godrej,India,consumer goods,72,2.4,2
1299,Jean Salata,Chile,finance,55,2.4,
1299,John Tyson,United States,food processing,67,2.4,2
1299,Jonathan Kwok,Hong Kong,real estate,29,2.4,
1299,Karin Sartorius-Herbst,Germany,biopharmaceuticals,,2.4,
1299,Kiat Chiaravanont,Thailand,diversified,,2.4,
1299,Koo Kwang-mo,South Korea,LG,43,2.4,
1299,Lawrence Ho,Hong Kong,casinos,44,2.4,1
1299,Luigi Cremonini & family,Italy,meat processing,82,2.4,4
1299,Luo Yangyong & family,China,mining,45,2.4,
1299,Madhukar Parekh,India,adhesives,75,2.4,2
1299,Mark Coombs,United Kingdom,finance,60,2.4,
1299,Michael Ashley,United Kingdom,sports retailing,56,2.4,
1299,Michael Ying,Hong Kong,retail,71,2.4,3
1299,Nadir Godrej,India,consumer goods,70,2.4,3
1299,Philip & Cristina Green,United Kingdom,fashion retail,69,2.4,2
1299,Renate Sick-Glaser,Germany,sensor technology,,2.4,
1299,Richard Chandler,New Zealand,investments,62,2.4,
1299,Rishad Naoroji,India,consumer goods,69,2.4,
1299,Robert Miller,United Kingdom,retail,75,2.4,2
1299,Roman Trotsenko,Russia,"transport, engineering, real estate",50,2.4,2
1299,Sebastian Glaser,Germany,sensor technology,,2.4,
1299,Shen Wenrong,China,steel production,75,2.4,2
1299,Smita Crishna-Godrej,India,consumer goods,70,2.4,2
1299,Stephen Feinberg,United States,private equity,61,2.4,3
1299,T.Y. Tsai,Taiwan,finance,68,2.4,1
1299,Tang Jinkui & family,China,"textiles, petrochemicals",65,2.4,
1299,Todd Christopher,United States,hair care products,58,2.4,
1299,Tony Tan Caktiong & family,Philippines,food,68,2.4,3
1299,Vadim Moshkovich,Russia,"agriculture, land",54,2.4,3
1299,William Stone,United States,software,66,2.4,3
1299,Xiong Shaoming,China,e-cigarettes,50,2.4,
1299,Yang Jianliang & family,China,machinery,51,2.4,
1299,Yvonne Bauer,Germany,media,44,2.4,
1299,Zhang Ning & family,Canada,chemicals,47,2.4,
1299,Zhang Zhixiang,China,steel,54,2.4,
1299,Zhao Hongfei,China,software,46,2.4,
2,Elon Musk,United States,"Tesla, SpaceX",49,151,7
3,Bernard Arnault & family,France,LVMH,72,150,5
2263,Achal Bakeri,India,air coolers,61,1.3,2
2263,Alan Miller & family,United States,healthcare services,,1.3,
2263,Ana Maria Brescia Cafferata,Peru,"mining, banking",97,1.3,
2263,Anatoly Sedykh,Russia,steel pipes,56,1.3,2
2263,AndrÃ© Kasprzak,Denmark,shoes,34,1.3,
2263,Anna Kasprzak,Denmark,shoes,31,1.3,1
2263,Antonio Percassi,Italy,"real estate, diversified",67,1.3,6
2263,Ayman Hariri,Lebanon,"construction, investments",42,1.3,3
2263,Bernard Lewis & family,United Kingdom,fashion retailer,95,1.3,
2263,Bob Muglia,United States,software,61,1.3,1
2263,Brandt Louie,Canada,drugstores,77,1.3,2
2263,Cao Xiaochun,China,pharmaceuticals,52,1.3,
2263,Chang Pyung-soon,South Korea,educational services,70,1.3,2
2263,Cheng Lili,China,poultry breeding,56,1.3,
2263,Cho Jung-ho,South Korea,finance,62,1.3,3
2263,Cho Jyh-jer,Taiwan,semiconductors,,1.3,2
2263,Chris Britt,United States,fintech,48,1.3,
2263,Chu Jian,China,manufacturing,58,1.3,
2263,Chuck Bundrant,United States,fishing,79,1.3,3
2263,Conni Jonsson,Sweden,asset management,60,1.3,
2263,Deepak Mehta,India,chemicals,64,1.3,2
2263,Dirk Stroeer,Germany,advertising,52,1.3,
2263,Du Shuanghua,China,steel,56,1.3,
2263,Eduard Chukhlebov,Russia,metallurgy,57,1.3,
2263,Eduardo Eurnekian,Argentina,"airports, investments",88,1.3,
2263,Eduardo Hochschild,Peru,mining,57,1.3,4
2263,Egon Durban,United States,private equity,47,1.3,3
2263,Elena Baturina,Russia,"investments, real estate",58,1.3,2
2263,Fan Minhua,China,pharmaceuticals,59,1.3,
2263,Farris Wilks,United States,natural gas,69,1.3,11
2263,Feng Chenhui,United States,electronics,55,1.3,
2263,Feng Yi,China,software,47,1.3,
2263,George Alexander Muthoot,India,financial services,65,1.3,2
2263,George Jacob Muthoot,India,financial services,68,1.3,2
2263,George Thomas Muthoot,India,financial services,70,1.3,2
2263,Gerald Schwartz,Canada,finance,79,1.3,4
2263,Greg Mondre,United States,private equity,46,1.3,
2263,Hamad bin Jassim bin Jaber Al Thani,Qatar,investments,61,1.3,
2263,Hemendra Kothari,India,financial services,74,1.3,2
2263,Huang Dawen,Hong Kong,silicon,60,1.3,
2263,Huang Shan,China,software,,1.3,
2263,Igor Kudryashkin,Russia,metallurgy,59,1.3,1
2263,Ilya Scherbovich,Russia,investments,46,1.3,2
2263,Jared Smith,United States,cloud computing,46,1.3,
2263,Jasminder Singh & family,United Kingdom,hotels,70,1.3,
2263,Jeffrey Cheah,Malaysia,property,76,1.3,3
2263,Jiang Ganjun,China,home & office products,57,1.3,
2263,John Goff,United States,real estate,66,1.3,
2263,Joop van den Ende,Netherlands,TV shows,79,1.3,2
2263,Kenneth Hao,United States,private equity,52,1.3,
2263,Kim Nam-jung,South Korea,food,48,1.3,2
2263,Li Tan,China,pharmaceuticals,56,1.3,
2263,Liang Guangwei,China,conglomerate,57,1.3,
2263,Liang Jiankun & family,China,cobalt mining,59,1.3,
2263,Lidiya Mikhailova & family,Russia,agribusiness,63,1.3,2
2263,Lily Safra,Monaco,banking,83,1.3,2
2263,Liu Jilu & family,China,logistics,74,1.3,
2263,Lu Hongyan,China,online games,43,1.3,
2263,Ludwig Theodor Braun,Germany,medical technology,31,1.3,
2263,Luis Enrique Yarur Rey,Chile,banking,70,1.3,8
2263,Ma Renhe,China,"textiles, apparel",61,1.3,
2263,Mangal Prabhat Lodha,India,real estate,65,1.3,2
2263,Martin Moller Nielsen,Denmark,aircraft leasing,56,1.3,
2263,Masaru Wasami,Japan,logistics,75,1.3,
2263,Mehmet Aydinlar,Turkey,hospitals,64,1.3,1
2263,Michael Heine,Australia,financial services,71,1.3,2
2263,Michael Krasny,United States,retail,67,1.3,1
2263,Mika Anttonen,Finland,oil & gas,54,1.3,
2263,Nerio Alessandri,Italy,gym equipment,60,1.3,2
2263,Nobutada Saji,Japan,beverages,75,1.3,
2263,Oleg Boyko,Russia,diversified,56,1.3,
2263,Othman Benjelloun & family,Morocco,"banking, insurance",88,1.3,2
2263,Patrick Zalupski,United States,homebuilding,40,1.3,2
2263,Penny Sanford,United States,real estate brokerage,55,1.3,
2263,Peter Kelly,United Kingdom,I.T.,63,1.3,
2263,Petter Stordalen & family,Norway,hotels,58,1.3,
2263,Pradip Burman,India,consumer goods,78,1.3,2
2263,Qiu Minxiu,China,semiconductors,75,1.3,
2263,Radik Shaimiev,Russia,"refinery, chemicals",56,1.3,2
2263,Rafal Brzoska,Poland,parcel lockers,43,1.3,
2263,Ranjan Pai,India,education,48,1.3,2
2263,Richard Desmond,United Kingdom,publishing,69,1.3,3
2263,Ron Sim,Singapore,retail,62,1.3,3
2263,Ryuji Arai,Japan,appliances,74,1.3,
2263,Sanjay Agarwal,India,banking,50,1.3,2
2263,Satoshi Suzuki,Japan,cosmetics,67,1.3,
2263,Shao Xiaofeng,China,e-commerce,55,1.3,
2263,Shi Xu,Singapore,technology,57,1.3,
2263,Shin Chang-jae,South Korea,insurance,67,1.3,2
2263,Stefan Pierer,Austria,automotive,64,1.3,
2263,Tang Zhuang,United States,electronics,48,1.3,
2263,Terry Snow,Australia,"airports, real estate",77,1.3,4
2263,Thomas Sandell,Sweden,hedge funds,60,1.3,1
2263,Tim Cook,United States,Apple,60,1.3,
2263,Turgay Ciner,Turkey,diversified,65,1.3,1
2263,Ulrike Meister,Germany,appliances,54,1.3,
2263,Vivien Chen,Hong Kong,real estate,62,1.3,3
2263,Wei Shaojun,China,real estate,58,1.3,
2263,Whitney Wolfe Herd,United States,dating app,31,1.3,1
2263,Wu Yonghua,China,apparel,50,1.3,
2263,Xia Shudong,China,IT service,48,1.3,
2263,Xiong Jun & family,China,pharmaceuticals,47,1.3,
2263,Xu Guangfu & family,China,Daqo Group,78,1.3,
2263,Yang Keng,China,real estate,60,1.3,
2263,Ye Qiongjiu,China,software,66,1.3,
2263,Yeh Kuo-I,Taiwan,manufacturing,80,1.3,2
2263,Yoshiko Mori,Japan,real estate,80,1.3,2
2263,Yu Bangping & family,China,coal mining,53,1.3,
2263,Yu Jinkun & family,China,transportation equipment,78,1.3,
2263,Zbigniew Juroszek & family,Poland,"real estate, gambling",58,1.3,
2263,Zhang Gongyun,China,tyre manufacturing machinery,58,1.3,
2263,Zhaoxi Lu,China,e-commerce,52,1.3,
2263,Zhou Chengjian,China,fashion retail,56,1.3,1
2263,Zhou Xiayun & family,China,education,66,1.3,
2263,Zhu Tao,China,pharmaceutical,48,1.3,
1750,Ali Erdemoglu,Turkey,carpet,61,1.8,3
1750,Ali Ghodsi,Sweden,data analytics,42,1.8,
1750,Alvaro Saieh Bendeck,Chile,banking,71,1.8,5
1750,Anthony Eisen,Australia,fintech,49,1.8,
1750,Arun Bharat Ram,India,chemicals,80,1.8,3
1750,Brian Higgins,United States,hedge funds,56,1.8,
1750,Cai Mingtong,China,electronic components,69,1.8,
1750,Candido Pinheiro Koren de Lima Junior,Brazil,"hospitals, health insurance",50,1.8,
1750,Carl Hansen,Canada,biotech,47,1.8,
1750,D. Leopoldo Del Pino,Spain,construction,,1.8,
1750,David Booth,United States,mutual funds,75,1.8,
1750,David Hindawi,United States,software,76,1.8,2
1750,Dmitry Kamenshchik,Russia,airport,53,1.8,
1750,Drew Houston,United States,cloud storage service,38,1.8,
1750,Faruk Eczacibasi,Turkey,"pharmaceuticals, diversified",66,1.8,2
1750,Glenn Sanford,United States,real estate brokerage,54,1.8,
1750,He Xinming family,China,ceramic,,1.8,
1750,Henry Swieca,United States,hedge funds,63,1.8,4
1750,Husnu Ozyegin,Turkey,"finance, diversified",76,1.8,2
1750,Ihor Kolomoyskyy,Ukraine,"banking, investments",58,1.8,2
1750,Jack Cockwell,Canada,"real estate, private equity",80,1.8,
1750,James France,United States,"Nascar, racing",76,1.8,3
1750,Jamie Dimon,United States,banking,65,1.8,3
1750,Jin Huiming,China,real estate,68,1.8,
1750,Joachim Ante,Germany,game software,38,1.8,
1750,Joao Roberto Marinho,Brazil,media,67,1.8,3
1750,John Bloor,United Kingdom,"real estate, manufacturing",77,1.8,
1750,John Oyler,United States,biotech,53,1.8,
1750,Jorge Pinheiro Koren de Lima,Brazil,"hospitals, health insurance",48,1.8,
1750,Jose Roberto Marinho,Brazil,media,65,1.8,5
1750,Juan Lopez-Belmonte Lopez & family,Spain,pharmacueticals,,1.8,
1750,Kanye West,United States,"music, sneakers",43,1.8,4
1750,Kazuo Okada,Japan,casinos,78,1.8,3
1750,Kommer Damen,Netherlands,shipbuilding,77,1.8,4
1750,Lee Boo-jin,South Korea,Samsung,50,1.8,1
1750,Lei Jufang,China,pharmaceuticals,68,1.8,1
1750,Leonard Schleifer,United States,pharmaceuticals,68,1.8,3
1750,Leslie Alexander,United States,sports team,77,1.8,1
1750,Li Rucheng,China,apparel,69,1.8,
1750,Lv Dalong,China,telecom services,59,1.8,
1750,Marc Lasry,United States,hedge funds,60,1.8,5
1750,Mario Gabelli,United States,money management,79,1.8,4
1750,Martin Viessmann,Germany,heating and cooling equipment,67,1.8,2
1750,Miao Shouliang,China,real estate,66,1.8,1
1750,Mohamed Al Fayed,Egypt,"retail, investments",92,1.8,5
1750,N. Murray Edwards,Canada,oil & gas,,1.8,
1750,Nick Molnar,Australia,fintech,30,1.8,
1750,O. Francis Biondi,United States,hedge funds,,1.8,
1750,Oei Hong Leong,Singapore,investments,73,1.8,4
1750,Pu Zhongjie & family,China,medical equipment,58,1.8,
1750,Qin Long,China,tire,55,1.8,
1750,Reinold Geiger,Austria,beauty products,73,1.8,
1750,Robert Duggan,United States,pharmaceuticals,77,1.8,8
1750,Roberto Irineu Marinho,Brazil,media,73,1.8,4
1750,Rolf Gerling,Germany,insurance,66,1.8,3
1750,Roman Avdeev,Russia,"banking, development",53,1.8,23
1750,Romano Minozzi,Italy,"utilities, diversified",86,1.8,1
1750,Sergei Studennikov,Russia,"liquor stores, supermarkets",54,1.8,
1750,Shang Xiaobo & family,China,manufacturing,47,1.8,
1750,Shi Wen-long,Taiwan,plastics,93,1.8,3
1750,Shi Yifeng,China,medical cosmetics,47,1.8,
1750,Stephen Jarislowsky,Canada,money management,95,1.8,3
1750,Sun Guangxin,China,diversified,58,1.8,2
1750,Tan Yu Yeh,Malaysia,retail,50,1.8,
1750,Thomas James,United States,finance,78,1.8,2
1750,Tor Peterson,United States,commodities,56,1.8,
1750,Torbjorn Tornqvist,Sweden,oil trading,67,1.8,
1750,Vincent Lo,Hong Kong,real estate,72,1.8,2
1750,Vladimir Bogdanov,Russia,oil,69,1.8,1
1750,Wang Lizhan,China,sauce,,1.8,
1750,Wei Lidong & family,China,software,45,1.8,
1750,William Heinecke,Thailand,hotels,71,1.8,2
1750,Willis Johnson,United States,damaged cars,73,1.8,2
1750,Wolfgang Leitner,Austria,engineering,68,1.8,2
1750,Wu Bo,China,machinery,67,1.8,
1750,Wu Kaiting,Hong Kong,electronics,51,1.8,
1750,Wu Xushun & family,China,Internet,73,1.8,
1750,Xu Guozhong & family,China,motors,57,1.8,
1750,Yang Tingdong,China,brewery,60,1.8,
1750,Yvon Chouinard,United States,Patagonia,82,1.8,2
1750,Zhang Xuexin & family,China,aluminum,73,1.8,
1750,Zhang Yubai,China,wine,56,1.8,
1750,Zhao Weiguo,China,IT products,54,1.8,
1064,Alejandro Santo Domingo,United States,beer,44,2.9,
1064,Alexander Nesis,Russia,"metals, banking, fertilizers",58,2.9,5
1064,Alexander Ponomarenko,Russia,"real estate, airport",56,2.9,3
1064,Alexander Skorobogatko,Russia,"real estate, airport",53,2.9,3
1064,Alfred Gantner,Switzerland,private equity,53,2.9,5
