forbes_billionaires_geo.Rank,forbes_billionaires_geo.Name,forbes_billionaires_geo.Country,forbes_billionaires_geo.Source,Sum(forbes_billionaires_geo.NetWorth),Sum(forbes_billionaires_geo.Age),Sum(forbes_billionaires_geo.Children)
1664,Michael Kim,United States,private equity,1.9,57,2
1664,Nicola Bulgari,Italy,luxury goods,1.9,80,4
1664,Noubar Afeyan,United States,biotech,1.9,58,
1664,Olivier Pomel,France,cloud computing,1.9,44,
1664,Patrizio Vinciarelli,United States,electronic components,1.9,74,
1664,Peng Yongdong,China,real estate,1.9,41,
1664,Robert Fisher,United States,Gap,1.9,67,3
1664,Roberto Hernandez Ramirez,Mexico,banking,1.9,79,3
1664,S.D. Shibulal,India,software services,1.9,,
1664,Sanjiv Goenka,India,diversified,1.9,60,2
1664,Sergio Stevanato,Italy,medical packaging,1.9,78,2
1664,Shmuel Harlap,Israel,automotive,1.9,76,
1664,Stanley Hubbard,United States,DirecTV,1.9,87,5
1664,Stefan Olsson,Sweden,diversified,1.9,72,
1664,Stephen Winn,United States,real estate services,1.9,74,
1664,Surjit Kumar Gupta,India,electrical equipment,1.9,79,2
1664,Tan Lili,China,feed,1.9,,
1664,Thierry Cruanes,United States,software,1.9,53,2
1664,Todd Wagner,United States,online media,1.9,60,1
1664,Wan Long,China,food,1.9,80,
1664,Wang Jian,China,healthcare services,1.9,,
1664,Wang Jilei,China,logistics,1.9,56,
1664,Wang Junshi & family,China,solar energy,1.9,72,
1664,Wei Yin-Chun,Taiwan,"food, beverages",1.9,64,4
1664,Wei Yin-Heng,Taiwan,"food, beverages",1.9,62,2
1664,"William Foley, II.",United States,â˜…,1.9,76,
1664,Willy Michel,Switzerland,medical devices,1.9,74,3
1664,Yang Xuegang,China,coking,1.9,56,
1664,Yu Huijiao,China,package delivery,1.9,55,
1664,Yusaku Maezawa,Japan,online retail,1.9,45,1
1664,Yusuf Hamied,India,pharmaceuticals,1.9,84,
1664,Zeng Kaitian,China,online games,1.9,46,
1664,Zhu Xingliang,China,construction,1.9,62,1
1664,Zhu Yiwen & family,China,healthcare,1.9,,
1444,Abdulla Al Futtaim & family,United Arab Emirates,"auto dealers, investments",2.2,,
1444,Acharya Balkrishna,India,consumer goods,2.2,48,
1444,Alberto Roemmers,Argentina,pharmaceuticals,2.2,94,4
1444,Alberto Siccardi & family,Switzerland,medical devices,2.2,77,3
1444,Anna Katharina Viessmann,Germany,heating and cooling equipment,2.2,,
1444,Arvind Poddar,India,tires,2.2,63,2
1444,Bill Austin,United States,hearing aids,2.2,79,
1444,Bob Parsons,United States,web hosting,2.2,70,
1444,Bruce Cheng,Taiwan,electronics,2.2,85,2
1444,Carlos Hank Rhon,Mexico,banking,2.2,73,3
1444,Catherine Phillips,Canada,investments,2.2,,
1444,Chin Jong Hwa,Taiwan,auto parts,2.2,62,2
1444,David McMurtry,United Kingdom,manufacturing,2.2,81,3
1444,David Walentas,United States,real estate,2.2,82,1
1444,Dean Solon,United States,solar systems,2.2,56,
1444,Dermot Desmond,Ireland,finance,2.2,70,4
1444,Edward Bass,United States,"oil, investments",2.2,75,1
1444,"Frank Fertitta, III.",United States,"casinos, mixed martial arts",2.2,59,3
1444,Gavril Yushvaev,Russia,"precious metals, real estate",2.2,63,7
1444,Gerry Harvey,Australia,retail,2.2,81,4
1444,Gu Wei,China,consumer electronics,2.2,56,2
1444,Guo Jiangang,China,household appliances,2.2,54,
1444,Huang Guanlin,China,"textiles, apparel",2.2,56,
1444,Huang Wei,China,real estate,2.2,61,
1444,Hui Lin Chit,China,hygiene products,2.2,67,3
1444,Jai Hari & Yadu Hari Dalmia & family,India,cement,2.2,,
1444,Jeff Lawson,United States,software,2.2,43,2
1444,Jeffrey Gundlach,United States,investments,2.2,62,
1444,John Phillips,Canada,investments,2.2,70,
1444,Jose Joao Abdalla Filho,Brazil,investments,2.2,75,
1444,K. Dinesh,India,software services,2.2,66,2
1444,Kwek Leng Kee,Singapore,diversified,2.2,66,
1444,Lau Cho Kun,Malaysia,"palm oil, property",2.2,85,1
1444,Leo Koguan,United States,IT provider,2.2,66,2
1444,Li Guoqing,China,Petro Fibre,2.2,51,
1444,Li Shuirong,China,petrochemicals,2.2,64,1
1444,Li Yongqing,China,Petro Firbe,2.2,56,
1444,Liang Xinjun,China,conglomerate,2.2,53,1
1444,Lin Chang Su-O,Taiwan,real estate,2.2,80,4
1444,Lin Fanlian,China,"energy, real estate",2.2,59,
1444,Lorenzo Fertitta,United States,"casinos, mixed martial arts",2.2,52,3
1444,Mao Zhongwu,China,manufacturing,2.2,58,
1444,Maria Franca Fissolo,Italy,"Nutella, chocolates",2.2,86,2
1444,Max Levchin,United States,fintech,2.2,45,2
1444,Mi Enhua,China,retail,2.2,63,
1444,Miguel Krigsner,Brazil,cosmetics,2.2,71,2
1444,Nikolai Buinov,Russia,"oil, gas",2.2,53,2
1444,Peter Spuhler,Switzerland,train cars,2.2,61,2
1444,Phillip T. (Terry) Ragon,United States,health IT,2.2,71,
1444,Qian Ying,China,pig breeding,2.2,55,
1444,Ramon Ang,Philippines,diversified,2.2,67,8
1444,Randal J. Kirk,United States,pharmaceuticals,2.2,67,3
1444,Richard Barton,United States,Zillow,2.2,53,3
1444,Rubens Menin Teixeira de Souza,Brazil,"home building, banking",2.2,65,3
1444,Salil Singhal,India,agrochemicals,2.2,73,3
1444,Scott Lin,Taiwan,optical components,2.2,88,2
1444,Sebastian Siemiatkowski,Sweden,fintech,2.2,39,
1444,Serge Godin,Canada,information technology,2.2,71,2
1444,Shashi & Ravi Ruia,India,diversified,2.2,,
1444,Shintaro Yamada,Japan,mobile apps,2.2,43,
1444,Tang Yiu,Hong Kong,fashion retail,2.2,87,2
1444,Thomas Kwok,Hong Kong,real estate,2.2,69,2
1444,Thor Bjorgolfsson,Iceland,investments,2.2,54,3
1444,Timothy Springer,United States,biotech,2.2,73,
1444,Tran Dinh Long,Vietnam,steel,2.2,60,
1444,Vlad Shmunis,United States,cloud technology,2.2,60,
1444,Wu Lanlan & family,China,packaging,2.2,47,2
1444,Wu Yiling,China,pharmaceuticals,2.2,71,2
1444,Xiang Wenbo,China,manufacturing,2.2,58,1
1444,Xie Liangzhi & family,China,biotech,2.2,55,
1444,Xu Yuejuan,China,Petro Fibre,2.2,59,
1444,Yang Jian,China,real estate,2.2,49,
1444,Zhang Jingzhang & family,China,precision machinery,2.2,85,
2035,Ahmet Calik,Turkey,"energy, banking, construction",1.5,63,4
2035,Alan Gerry,United States,cable television,1.5,92,3
2035,Alberto Cortina,Spain,investments,1.5,75,4
2035,Alberto Palatchi,Spain,wedding dresses,1.5,71,3
2035,Alex Beard,United Kingdom,"mining, commodities",1.5,53,
2035,Anthony Langley,United Kingdom,manufacturing,1.5,66,3
2035,Antti Aarnio-Wihuri,Finland,diversified,1.5,81,
2035,Arvind Lal,India,medical diagnostics,1.5,71,2
2035,August Troendle,United States,pharmaceutical services,1.5,65,
2035,Barbara Benetton,Italy,"fashion retail, investments",1.5,51,
2035,Basudeo Singh,India,pharmaceuticals,1.5,80,3
2035,Bharat Desai,United States,IT consulting,1.5,68,2
2035,Bill Gross,United States,investments,1.5,77,3
2035,Billy Joe (Red) McCombs,United States,"real estate, oil, cars, sports",1.5,93,3
2035,Chen Baohua,China,pharmaceutical,1.5,59,
2035,Chen Xianbao & family,China,food,1.5,61,
2035,Chen Xiaohui,China,information technology,1.5,50,
2035,Christian Latouche,France,accounting services,1.5,80,1
2035,Duncan MacMillan,United States,Bloomberg LP,1.5,83,2
2035,Esther Grether,Switzerland,art collection,1.5,85,2
2035,Ezra Nahmad,Monaco,art,1.5,75,4
2035,Fayez Sarofim,United States,money management,1.5,92,5
2035,Fernando Trajano,Brazil,retail,1.5,,
2035,Gary Fegel,Switzerland,"commodities, investments",1.5,47,3
2035,Gary Lauder,United States,EstÃ©e Lauder,1.5,59,2
2035,Geng Diangen,China,Internet,1.5,64,
2035,George Marcus,United States,real estate,1.5,79,
2035,Guo Ziwen,China,real estate,1.5,57,
2035,Hamdi Akin & family,Turkey,diversified,1.5,66,3
2035,Harindarpal Banga,India,commodities,1.5,70,2
2035,Heikki Kyostila,Finland,dental products,1.5,75,
2035,Helena Revoredo,Spain,security services,1.5,74,4
2035,"Herbert Allen, Jr. & family",United States,investment banking,1.5,81,4
2035,Huang Wen Tsai,China,real estate,1.5,67,
2035,Huang Wenbiao,China,soy sauce,1.5,54,
2035,Huh Jae-myung,South Korea,electric components,1.5,50,
2035,James Leininger,United States,medical products,1.5,76,4
2035,Jane Yan & family,China,software,1.5,51,
2035,Jerry Moyes,United States,transportation,1.5,77,10
2035,John Farber,United States,chemicals,1.5,95,1
2035,John Foley,United States,Peloton,1.5,50,2
2035,John Van Lieshout,Australia,real estate,1.5,75,3
2035,Ke Xiping & family,China,investments,1.5,60,
2035,Kenny Troutt,United States,telecom,1.5,73,3
2035,Kim Jun-ki,South Korea,diversified,1.5,76,3
2035,Lin Zhijun,China,medical devices,1.5,45,
2035,Lin Zhixiong & family,China,medical devices,1.5,47,
2035,Lirio Parisotto,Brazil,investments,1.5,67,1
2035,Liu Xiucai & family,United States,chemicals,1.5,64,
2035,Lorinc Meszaros,Hungary,diversified,1.5,55,3
2035,Lu Zongjun,China,logistics,1.5,57,
2035,Luc Tack,Belgium,"textile, chemicals",1.5,59,
2035,Manas Chiaravanond,Thailand,diversified,1.5,,
2035,Marius Nacht,Israel,software,1.5,55,
2035,Mark Pincus,United States,online games,1.5,55,3
2035,Matthew Roszak,United States,cryptocurrency,1.5,48,
2035,Michael Polsky,United States,Electric power,1.5,72,4
2035,Niti Osathanugrah,Thailand,"energy drinks,investments",1.5,47,
2035,P.V.Krishna Reddy,India,infrastructure,1.5,51,2
2035,Paolo Bulgari,Italy,luxury goods,1.5,83,
2035,Peter Sondakh,Indonesia,investments,1.5,71,4
2035,Phongthep Chiaravanont,Thailand,diversified,1.5,69,
2035,Prathap Reddy,India,healthcare,1.5,89,4
2035,Prathip Chiravanond,Thailand,diversified,1.5,,
2035,Pyotr Kondrashev,Russia,investments,1.5,71,2
2035,Radha Vembu,India,business software,1.5,48,1
2035,Raymond Kwok,Hong Kong,real estate,1.5,68,3
2035,Ren Jinsheng & family,China,pharmaceutical,1.5,58,
2035,Ron Burkle,United States,"supermarkets, investments",1.5,68,3
2035,Ryan Smith,United States,cloud computing,1.5,42,5
2035,Safra Catz,United States,software,1.5,59,2
2035,Satish Reddy,India,pharmaceuticals,1.5,53,2
2035,Seth Klarman,United States,investments,1.5,64,
2035,Steve Case,United States,AOL,1.5,62,5
2035,Steven Schuurman,Netherlands,software,1.5,45,
2035,Strive Masiyiwa,Zimbabwe,telecom,1.5,60,6
2035,Sue Gross,United States,investments,1.5,71,1
2035,Sun Qinghuan,China,lighting,1.5,47,
2035,Sun Yonghui,China,LCD main board,1.5,50,
2035,Sushilkumar Parekh,India,adhesives,1.5,88,3
2035,Thomas Wu,Taiwan,finance,1.5,71,2
2035,Tim Draper,United States,cryptocurrency,1.5,62,3
2035,Torstein Hagen,Norway,cruises,1.5,78,2
2035,Ulrike Baro,Germany,biopharmaceuticals,1.5,,
2035,Vinod Saraf,India,chemicals,1.5,68,2
2035,Vladimir Litvinenko,Russia,chemical industry,1.5,65,1
2035,Wang Huiwen,China,e-commerce,1.5,43,
2035,Wang Wenbiao,China,"natural gas, fertilizers",1.5,64,
2035,Wang Yaohai,China,lighting,1.5,54,
2035,Wang Zelong,China,chemicals,1.5,24,
2035,Wang Zhentao & family,China,vaccine & shoes,1.5,55,2
2035,Wen Yilong,China,e-cigarettes,1.5,32,
2035,Wu Zhenxing,China,soy sauce,1.5,51,
2035,Xiang Guangming & family,China,waste disposal,1.5,57,
2035,Xu Gang,China,chemicals,1.5,58,
2035,Xu Wanmao,China,education,1.5,76,
2035,Ye Cheng,China,conglomerate,1.5,59,
2035,Yi Dasheng,China,conglomerate,1.5,60,
2035,Youssef Mansour,Egypt,diversified,1.5,75,5
2035,Yu Rong,China,health clinics,1.5,49,
2035,Yuan Zhimin & family,China,plastics,1.5,60,2
2035,Zeng Chaolin,China,Aluminium,1.5,38,
2035,Zhong Sheng Jian,Singapore,real estate,1.5,63,5
2035,Zhou Jian,China,robotics,1.5,44,
2035,Zhu Yiming,China,semiconductors,1.5,48,
2035,Zhuang Kuilong & family,China,polyester,1.5,58,
1299,Abhay Firodia,India,automobiles,2.4,76,4
1299,Adi Godrej,India,consumer goods,2.4,79,3
1299,Alberto Bombassei,Italy,automotive brakes,2.4,80,2
1299,Alice Schwartz,United States,biotech,2.4,94,2
1299,Antonio Luiz Seabra,Brazil,cosmetics,2.4,78,4
1299,Austin Russell,United States,â˜…,2.4,26,
1299,Chen Jinxia,China,investments,2.4,53,
1299,Chen Xiao Ying,China,health information,2.4,58,
1299,Chen Xueli,China,pharmaceuticals,2.4,69,
1299,Chetan Dube,United States,technology,2.4,55,
1299,Dai Lizhong,China,medical testing,2.4,52,
1299,David Chen,Singapore,online games,2.4,40,
1299,David Wertheim,Israel,Coca Cola Israel,2.4,63,6
1299,Dmitry Pumpyansky,Russia,steel pipes,2.4,57,1
1299,Donald Horton,United States,homebuilding,2.4,71,2
1299,Donald Trump,United States,real estate,2.4,74,5
1299,Douglas Hsu,Taiwan,diversified,2.4,78,3
1299,Eduardo de Pontes,Brazil,payments processing,2.4,41,
1299,Elizabeth Sy,Philippines,diversified,2.4,68,
1299,Erwin Franz Mueller,Germany,drugstores,2.4,88,1
1299,Fu Mingkang & family,China,manufacturing,2.4,58,
1299,Gail Miller,United States,car dealerships,2.4,77,5
1299,Gao Jifan & family,China,solar equipment,2.4,56,
1299,Geng Jianming,China,real estate,2.4,58,1
1299,Gregorio Perez Companc & family,Argentina,oil & gas,2.4,85,7
1299,Hussain Sajwani,United Arab Emirates,real estate,2.4,68,4
1299,Jamshyd Godrej,India,consumer goods,2.4,72,2
1299,Jean Salata,Chile,finance,2.4,55,
1299,John Tyson,United States,food processing,2.4,67,2
1299,Jonathan Kwok,Hong Kong,real estate,2.4,29,
1299,Karin Sartorius-Herbst,Germany,biopharmaceuticals,2.4,,
1299,Kiat Chiaravanont,Thailand,diversified,2.4,,
1299,Koo Kwang-mo,South Korea,LG,2.4,43,
1299,Lawrence Ho,Hong Kong,casinos,2.4,44,1
1299,Luigi Cremonini & family,Italy,meat processing,2.4,82,4
1299,Luo Yangyong & family,China,mining,2.4,45,
1299,Madhukar Parekh,India,adhesives,2.4,75,2
1299,Mark Coombs,United Kingdom,finance,2.4,60,
1299,Michael Ashley,United Kingdom,sports retailing,2.4,56,
1299,Michael Ying,Hong Kong,retail,2.4,71,3
1299,Nadir Godrej,India,consumer goods,2.4,70,3
1299,Philip & Cristina Green,United Kingdom,fashion retail,2.4,69,2
1299,Renate Sick-Glaser,Germany,sensor technology,2.4,,
1299,Richard Chandler,New Zealand,investments,2.4,62,
1299,Rishad Naoroji,India,consumer goods,2.4,69,
1299,Robert Miller,United Kingdom,retail,2.4,75,2
1299,Roman Trotsenko,Russia,"transport, engineering, real estate",2.4,50,2
1299,Sebastian Glaser,Germany,sensor technology,2.4,,
1299,Shen Wenrong,China,steel production,2.4,75,2
1299,Smita Crishna-Godrej,India,consumer goods,2.4,70,2
1299,Stephen Feinberg,United States,private equity,2.4,61,3
1299,T.Y. Tsai,Taiwan,finance,2.4,68,1
1299,Tang Jinkui & family,China,"textiles, petrochemicals",2.4,65,
1299,Todd Christopher,United States,hair care products,2.4,58,
1299,Tony Tan Caktiong & family,Philippines,food,2.4,68,3
1299,Vadim Moshkovich,Russia,"agriculture, land",2.4,54,3
1299,William Stone,United States,software,2.4,66,3
1299,Xiong Shaoming,China,e-cigarettes,2.4,50,
1299,Yang Jianliang & family,China,machinery,2.4,51,
1299,Yvonne Bauer,Germany,media,2.4,44,
1299,Zhang Ning & family,Canada,chemicals,2.4,47,
1299,Zhang Zhixiang,China,steel,2.4,54,
1299,Zhao Hongfei,China,software,2.4,46,
2,Elon Musk,United States,"Tesla, SpaceX",151,49,7
3,Bernard Arnault & family,France,LVMH,150,72,5
2263,Achal Bakeri,India,air coolers,1.3,61,2
2263,Alan Miller & family,United States,healthcare services,1.3,,
2263,Ana Maria Brescia Cafferata,Peru,"mining, banking",1.3,97,
2263,Anatoly Sedykh,Russia,steel pipes,1.3,56,2
2263,AndrÃ© Kasprzak,Denmark,shoes,1.3,34,
2263,Anna Kasprzak,Denmark,shoes,1.3,31,1
2263,Antonio Percassi,Italy,"real estate, diversified",1.3,67,6
2263,Ayman Hariri,Lebanon,"construction, investments",1.3,42,3
2263,Bernard Lewis & family,United Kingdom,fashion retailer,1.3,95,
2263,Bob Muglia,United States,software,1.3,61,1
2263,Brandt Louie,Canada,drugstores,1.3,77,2
2263,Cao Xiaochun,China,pharmaceuticals,1.3,52,
2263,Chang Pyung-soon,South Korea,educational services,1.3,70,2
2263,Cheng Lili,China,poultry breeding,1.3,56,
2263,Cho Jung-ho,South Korea,finance,1.3,62,3
2263,Cho Jyh-jer,Taiwan,semiconductors,1.3,,2
2263,Chris Britt,United States,fintech,1.3,48,
2263,Chu Jian,China,manufacturing,1.3,58,
2263,Chuck Bundrant,United States,fishing,1.3,79,3
2263,Conni Jonsson,Sweden,asset management,1.3,60,
2263,Deepak Mehta,India,chemicals,1.3,64,2
2263,Dirk Stroeer,Germany,advertising,1.3,52,
2263,Du Shuanghua,China,steel,1.3,56,
2263,Eduard Chukhlebov,Russia,metallurgy,1.3,57,
2263,Eduardo Eurnekian,Argentina,"airports, investments",1.3,88,
2263,Eduardo Hochschild,Peru,mining,1.3,57,4
2263,Egon Durban,United States,private equity,1.3,47,3
2263,Elena Baturina,Russia,"investments, real estate",1.3,58,2
2263,Fan Minhua,China,pharmaceuticals,1.3,59,
2263,Farris Wilks,United States,natural gas,1.3,69,11
2263,Feng Chenhui,United States,electronics,1.3,55,
2263,Feng Yi,China,software,1.3,47,
2263,George Alexander Muthoot,India,financial services,1.3,65,2
2263,George Jacob Muthoot,India,financial services,1.3,68,2
2263,George Thomas Muthoot,India,financial services,1.3,70,2
2263,Gerald Schwartz,Canada,finance,1.3,79,4
2263,Greg Mondre,United States,private equity,1.3,46,
2263,Hamad bin Jassim bin Jaber Al Thani,Qatar,investments,1.3,61,
2263,Hemendra Kothari,India,financial services,1.3,74,2
2263,Huang Dawen,Hong Kong,silicon,1.3,60,
2263,Huang Shan,China,software,1.3,,
2263,Igor Kudryashkin,Russia,metallurgy,1.3,59,1
2263,Ilya Scherbovich,Russia,investments,1.3,46,2
2263,Jared Smith,United States,cloud computing,1.3,46,
2263,Jasminder Singh & family,United Kingdom,hotels,1.3,70,
2263,Jeffrey Cheah,Malaysia,property,1.3,76,3
2263,Jiang Ganjun,China,home & office products,1.3,57,
2263,John Goff,United States,real estate,1.3,66,
2263,Joop van den Ende,Netherlands,TV shows,1.3,79,2
2263,Kenneth Hao,United States,private equity,1.3,52,
2263,Kim Nam-jung,South Korea,food,1.3,48,2
2263,Li Tan,China,pharmaceuticals,1.3,56,
2263,Liang Guangwei,China,conglomerate,1.3,57,
2263,Liang Jiankun & family,China,cobalt mining,1.3,59,
2263,Lidiya Mikhailova & family,Russia,agribusiness,1.3,63,2
2263,Lily Safra,Monaco,banking,1.3,83,2
2263,Liu Jilu & family,China,logistics,1.3,74,
2263,Lu Hongyan,China,online games,1.3,43,
2263,Ludwig Theodor Braun,Germany,medical technology,1.3,31,
2263,Luis Enrique Yarur Rey,Chile,banking,1.3,70,8
2263,Ma Renhe,China,"textiles, apparel",1.3,61,
2263,Mangal Prabhat Lodha,India,real estate,1.3,65,2
2263,Martin Moller Nielsen,Denmark,aircraft leasing,1.3,56,
2263,Masaru Wasami,Japan,logistics,1.3,75,
2263,Mehmet Aydinlar,Turkey,hospitals,1.3,64,1
2263,Michael Heine,Australia,financial services,1.3,71,2
2263,Michael Krasny,United States,retail,1.3,67,1
2263,Mika Anttonen,Finland,oil & gas,1.3,54,
2263,Nerio Alessandri,Italy,gym equipment,1.3,60,2
2263,Nobutada Saji,Japan,beverages,1.3,75,
2263,Oleg Boyko,Russia,diversified,1.3,56,
2263,Othman Benjelloun & family,Morocco,"banking, insurance",1.3,88,2
2263,Patrick Zalupski,United States,homebuilding,1.3,40,2
2263,Penny Sanford,United States,real estate brokerage,1.3,55,
2263,Peter Kelly,United Kingdom,I.T.,1.3,63,
2263,Petter Stordalen & family,Norway,hotels,1.3,58,
2263,Pradip Burman,India,consumer goods,1.3,78,2
2263,Qiu Minxiu,China,semiconductors,1.3,75,
2263,Radik Shaimiev,Russia,"refinery, chemicals",1.3,56,2
2263,Rafal Brzoska,Poland,parcel lockers,1.3,43,
2263,Ranjan Pai,India,education,1.3,48,2
2263,Richard Desmond,United Kingdom,publishing,1.3,69,3
2263,Ron Sim,Singapore,retail,1.3,62,3
2263,Ryuji Arai,Japan,appliances,1.3,74,
2263,Sanjay Agarwal,India,banking,1.3,50,2
2263,Satoshi Suzuki,Japan,cosmetics,1.3,67,
2263,Shao Xiaofeng,China,e-commerce,1.3,55,
2263,Shi Xu,Singapore,technology,1.3,57,
2263,Shin Chang-jae,South Korea,insurance,1.3,67,2
2263,Stefan Pierer,Austria,automotive,1.3,64,
2263,Tang Zhuang,United States,electronics,1.3,48,
2263,Terry Snow,Australia,"airports, real estate",1.3,77,4
2263,Thomas Sandell,Sweden,hedge funds,1.3,60,1
2263,Tim Cook,United States,Apple,1.3,60,
2263,Turgay Ciner,Turkey,diversified,1.3,65,1
2263,Ulrike Meister,Germany,appliances,1.3,54,
2263,Vivien Chen,Hong Kong,real estate,1.3,62,3
2263,Wei Shaojun,China,real estate,1.3,58,
2263,Whitney Wolfe Herd,United States,dating app,1.3,31,1
2263,Wu Yonghua,China,apparel,1.3,50,
2263,Xia Shudong,China,IT service,1.3,48,
2263,Xiong Jun & family,China,pharmaceuticals,1.3,47,
2263,Xu Guangfu & family,China,Daqo Group,1.3,78,
2263,Yang Keng,China,real estate,1.3,60,
2263,Ye Qiongjiu,China,software,1.3,66,
2263,Yeh Kuo-I,Taiwan,manufacturing,1.3,80,2
2263,Yoshiko Mori,Japan,real estate,1.3,80,2
2263,Yu Bangping & family,China,coal mining,1.3,53,
2263,Yu Jinkun & family,China,transportation equipment,1.3,78,
2263,Zbigniew Juroszek & family,Poland,"real estate, gambling",1.3,58,
2263,Zhang Gongyun,China,tyre manufacturing machinery,1.3,58,
2263,Zhaoxi Lu,China,e-commerce,1.3,52,
2263,Zhou Chengjian,China,fashion retail,1.3,56,1
2263,Zhou Xiayun & family,China,education,1.3,66,
2263,Zhu Tao,China,pharmaceutical,1.3,48,
1750,Ali Erdemoglu,Turkey,carpet,1.8,61,3
1750,Ali Ghodsi,Sweden,data analytics,1.8,42,
1750,Alvaro Saieh Bendeck,Chile,banking,1.8,71,5
1750,Anthony Eisen,Australia,fintech,1.8,49,
1750,Arun Bharat Ram,India,chemicals,1.8,80,3
1750,Brian Higgins,United States,hedge funds,1.8,56,
1750,Cai Mingtong,China,electronic components,1.8,69,
1750,Candido Pinheiro Koren de Lima Junior,Brazil,"hospitals, health insurance",1.8,50,
1750,Carl Hansen,Canada,biotech,1.8,47,
1750,D. Leopoldo Del Pino,Spain,construction,1.8,,
1750,David Booth,United States,mutual funds,1.8,75,
1750,David Hindawi,United States,software,1.8,76,2
1750,Dmitry Kamenshchik,Russia,airport,1.8,53,
1750,Drew Houston,United States,cloud storage service,1.8,38,
1750,Faruk Eczacibasi,Turkey,"pharmaceuticals, diversified",1.8,66,2
1750,Glenn Sanford,United States,real estate brokerage,1.8,54,
1750,He Xinming family,China,ceramic,1.8,,
1750,Henry Swieca,United States,hedge funds,1.8,63,4
1750,Husnu Ozyegin,Turkey,"finance, diversified",1.8,76,2
1750,Ihor Kolomoyskyy,Ukraine,"banking, investments",1.8,58,2
1750,Jack Cockwell,Canada,"real estate, private equity",1.8,80,
1750,James France,United States,"Nascar, racing",1.8,76,3
1750,Jamie Dimon,United States,banking,1.8,65,3
1750,Jin Huiming,China,real estate,1.8,68,
1750,Joachim Ante,Germany,game software,1.8,38,
1750,Joao Roberto Marinho,Brazil,media,1.8,67,3
1750,John Bloor,United Kingdom,"real estate, manufacturing",1.8,77,
1750,John Oyler,United States,biotech,1.8,53,
1750,Jorge Pinheiro Koren de Lima,Brazil,"hospitals, health insurance",1.8,48,
1750,Jose Roberto Marinho,Brazil,media,1.8,65,5
1750,Juan Lopez-Belmonte Lopez & family,Spain,pharmacueticals,1.8,,
1750,Kanye West,United States,"music, sneakers",1.8,43,4
1750,Kazuo Okada,Japan,casinos,1.8,78,3
1750,Kommer Damen,Netherlands,shipbuilding,1.8,77,4
1750,Lee Boo-jin,South Korea,Samsung,1.8,50,1
1750,Lei Jufang,China,pharmaceuticals,1.8,68,1
1750,Leonard Schleifer,United States,pharmaceuticals,1.8,68,3
1750,Leslie Alexander,United States,sports team,1.8,77,1
1750,Li Rucheng,China,apparel,1.8,69,
1750,Lv Dalong,China,telecom services,1.8,59,
1750,Marc Lasry,United States,hedge funds,1.8,60,5
1750,Mario Gabelli,United States,money management,1.8,79,4
1750,Martin Viessmann,Germany,heating and cooling equipment,1.8,67,2
1750,Miao Shouliang,China,real estate,1.8,66,1
1750,Mohamed Al Fayed,Egypt,"retail, investments",1.8,92,5
1750,N. Murray Edwards,Canada,oil & gas,1.8,,
1750,Nick Molnar,Australia,fintech,1.8,30,
1750,O. Francis Biondi,United States,hedge funds,1.8,,
1750,Oei Hong Leong,Singapore,investments,1.8,73,4
1750,Pu Zhongjie & family,China,medical equipment,1.8,58,
1750,Qin Long,China,tire,1.8,55,
1750,Reinold Geiger,Austria,beauty products,1.8,73,
1750,Robert Duggan,United States,pharmaceuticals,1.8,77,8
1750,Roberto Irineu Marinho,Brazil,media,1.8,73,4
1750,Rolf Gerling,Germany,insurance,1.8,66,3
1750,Roman Avdeev,Russia,"banking, development",1.8,53,23
1750,Romano Minozzi,Italy,"utilities, diversified",1.8,86,1
1750,Sergei Studennikov,Russia,"liquor stores, supermarkets",1.8,54,
1750,Shang Xiaobo & family,China,manufacturing,1.8,47,
1750,Shi Wen-long,Taiwan,plastics,1.8,93,3
1750,Shi Yifeng,China,medical cosmetics,1.8,47,
1750,Stephen Jarislowsky,Canada,money management,1.8,95,3
1750,Sun Guangxin,China,diversified,1.8,58,2
1750,Tan Yu Yeh,Malaysia,retail,1.8,50,
1750,Thomas James,United States,finance,1.8,78,2
1750,Tor Peterson,United States,commodities,1.8,56,
1750,Torbjorn Tornqvist,Sweden,oil trading,1.8,67,
1750,Vincent Lo,Hong Kong,real estate,1.8,72,2
1750,Vladimir Bogdanov,Russia,oil,1.8,69,1
1750,Wang Lizhan,China,sauce,1.8,,
1750,Wei Lidong & family,China,software,1.8,45,
1750,William Heinecke,Thailand,hotels,1.8,71,2
1750,Willis Johnson,United States,damaged cars,1.8,73,2
1750,Wolfgang Leitner,Austria,engineering,1.8,68,2
1750,Wu Bo,China,machinery,1.8,67,
1750,Wu Kaiting,Hong Kong,electronics,1.8,51,
1750,Wu Xushun & family,China,Internet,1.8,73,
1750,Xu Guozhong & family,China,motors,1.8,57,
1750,Yang Tingdong,China,brewery,1.8,60,
1750,Yvon Chouinard,United States,Patagonia,1.8,82,2
1750,Zhang Xuexin & family,China,aluminum,1.8,73,
1750,Zhang Yubai,China,wine,1.8,56,
1750,Zhao Weiguo,China,IT products,1.8,54,
1064,Alejandro Santo Domingo,United States,beer,2.9,44,
1064,Alexander Nesis,Russia,"metals, banking, fertilizers",2.9,58,5
1064,Alexander Ponomarenko,Russia,"real estate, airport",2.9,56,3
1064,Alexander Skorobogatko,Russia,"real estate, airport",2.9,53,3
1064,Alfred Gantner,Switzerland,private equity,2.9,53,5
